Project,Monitoring Season,Site,Date,Time,Temp C,Specific Cond µS/cm,DO %,DO mg/L,pH,Turbidity FNU,Depth m,Battery V
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,1:15:00,27.634,454.4,59.2,4.66,7.58,20.31,1.277,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,1:30:00,27.583,454.7,58.4,4.6,7.59,21.58,1.28,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,1:45:00,27.559,456,55.6,4.38,7.57,18.9,1.282,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,2:00:00,27.53,455.1,58.1,4.58,7.59,16.6,1.287,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,2:15:00,27.509,453.9,57.7,4.55,7.58,16.78,1.29,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,2:30:00,27.475,452.8,58,4.58,7.57,19.26,1.295,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,2:45:00,27.42,452.8,53.1,4.2,7.56,19.3,1.3,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,3:00:00,27.397,452.9,57.3,4.53,7.54,21.42,1.303,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,3:15:00,27.386,452.5,59,4.67,7.54,19.21,1.308,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,3:30:00,27.35,452.7,54.9,4.34,7.53,20.05,1.314,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,3:45:00,27.316,452.4,55,4.35,7.52,18.27,1.32,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,4:00:00,27.284,451.9,52.6,4.16,7.52,18.48,1.327,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,4:15:00,27.255,452.6,53.2,4.21,7.52,18.43,1.333,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,4:30:00,27.232,453.2,51.4,4.07,7.51,18.47,1.338,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,4:45:00,27.201,453.4,51.8,4.1,7.51,19.17,1.344,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,5:00:00,27.176,454.4,43.9,3.49,7.5,21.34,1.353,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,5:15:00,27.166,455.1,47.8,3.8,7.48,22.59,1.363,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,5:30:00,27.15,456.1,38,3.02,7.47,23.67,1.375,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,5:45:00,27.098,456.6,41.4,3.29,7.46,28.13,1.379,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,6:00:00,27.095,456.6,37.5,2.98,7.49,23.16,1.382,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,6:15:00,27.049,454.7,48.5,3.86,7.5,21.01,1.387,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,6:30:00,27.023,454.3,46.7,3.71,7.48,20.67,1.388,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,6:45:00,26.978,453.7,46.8,3.72,7.48,21.74,1.391,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,7:00:00,26.95,453.9,46.8,3.73,7.48,20.32,1.39,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,7:15:00,26.937,453.1,50.3,4.01,7.49,19.13,1.387,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,7:30:00,26.914,453,50.8,4.05,7.48,19.66,1.388,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,7:45:00,26.905,453,50.6,4.03,7.48,20.29,1.387,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,8:00:00,26.891,452.5,50.2,4,7.47,21.2,1.385,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,8:15:00,26.87,451.6,50.7,4.04,7.46,23.08,1.386,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,8:30:00,26.866,451.8,48.9,3.9,7.46,19.5,1.387,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,8:45:00,26.802,450.4,48.7,3.89,7.45,23.33,1.388,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,9:00:00,26.822,449.3,50.2,4.01,7.45,22.97,1.385,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,9:15:00,26.802,449.9,47.6,3.8,7.45,23.07,1.386,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,9:30:00,26.816,448.7,48.3,3.86,7.45,20.82,1.385,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,9:45:00,26.893,447.5,51.4,4.1,7.47,19,1.384,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,10:00:00,26.912,446.6,51.9,4.14,7.47,17.98,1.387,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,10:15:00,26.955,446.9,53.5,4.26,7.47,16.57,1.384,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,10:30:00,26.891,447.2,50.6,4.03,7.45,20.19,1.387,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,10:45:00,27.055,444.9,57.7,4.59,7.46,21.55,1.386,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,11:00:00,26.952,437.3,55.3,4.4,7.46,22.11,1.383,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,11:15:00,27.124,441,56.8,4.51,7.49,19.59,1.383,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,11:30:00,27.073,436.7,58,4.61,7.47,19.54,1.382,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,11:45:00,27.132,437.3,53.1,4.22,7.5,18.38,1.379,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,12:00:00,27.14,438.4,56.8,4.51,7.51,18.76,1.378,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,12:15:00,27.206,439.4,55.7,4.42,7.49,19.03,1.375,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,12:30:00,27.235,438.9,57.5,4.56,7.5,20.57,1.37,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,12:45:00,27.229,435.9,56.3,4.47,7.48,21.58,1.366,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,13:00:00,27.297,431,54.9,4.35,7.48,22.12,1.359,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,13:15:00,27.529,430.9,66.8,5.27,7.53,19.89,1.355,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,13:30:00,27.518,429.8,66.2,5.22,7.54,19.84,1.348,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,13:45:00,27.656,430,69.4,5.46,7.54,20.93,1.344,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,14:00:00,27.704,428.6,72.2,5.68,7.56,19.82,1.338,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,14:15:00,27.703,428.9,69.7,5.48,7.54,21.78,1.335,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,14:30:00,27.944,428.6,77.2,6.04,7.58,19.2,1.331,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,14:45:00,27.884,430.3,71.3,5.59,7.55,19.84,1.334,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,15:00:00,27.894,431.1,74.4,5.83,7.56,19.58,1.331,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,15:15:00,27.948,429,74,5.79,7.56,18.99,1.332,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,15:30:00,28.069,428.7,72.9,5.69,7.57,21.85,1.325,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,15:45:00,28.132,427.6,79.1,6.17,7.6,20.58,1.323,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,16:00:00,28.058,428.4,75.7,5.92,7.57,18.86,1.32,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,16:15:00,28.153,428.6,76.1,5.93,7.57,18.27,1.313,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,16:30:00,28.122,425.6,76,5.93,7.55,14.39,1.308,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,16:45:00,28.011,420.2,68.3,5.34,7.54,21.28,1.302,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,17:00:00,27.939,417.3,69.1,5.41,7.51,23.34,1.297,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,17:15:00,27.966,412.7,70.6,5.53,7.52,21.51,1.293,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,17:30:00,27.966,410.5,68.2,5.33,7.5,25.62,1.288,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,17:45:00,28.061,408.6,69.8,5.45,7.52,25.51,1.285,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,18:00:00,27.966,405.8,68.6,5.37,7.48,27.17,1.286,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,18:15:00,27.982,403.7,70.1,5.48,7.48,28.57,1.285,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,18:30:00,28.04,397.6,70.3,5.49,7.47,30.06,1.281,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,18:45:00,28.072,396.2,74.9,5.85,7.48,27.87,1.278,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,19:00:00,28.062,397.3,72.1,5.63,7.49,27.73,1.276,5.8
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,19:15:00,28.126,397.9,76.3,5.96,7.53,30.05,1.273,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,19:30:00,28.131,403.4,77.6,6.05,7.56,21.53,1.269,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,19:45:00,28.105,404.7,81.3,6.35,7.57,24.29,1.27,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,20:00:00,28.048,407.4,75.7,5.91,7.54,24.7,1.268,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,20:15:00,28.109,409.4,71.5,5.58,7.54,23.77,1.263,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,20:30:00,28.044,407.4,74.6,5.83,7.55,25.03,1.261,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,20:45:00,28.12,404.9,77.4,6.04,7.56,17.51,1.26,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,21:00:00,28.059,403.2,73.8,5.76,7.51,26.14,1.26,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,21:15:00,28.047,402.2,70.3,5.5,7.5,27.04,1.258,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,21:30:00,28.051,401.3,74.1,5.79,7.54,26.53,1.258,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,21:45:00,28.042,402.1,71.9,5.62,7.51,25.1,1.26,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,22:00:00,28.05,401.9,73.9,5.77,7.51,25.46,1.26,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,22:15:00,28.056,403.1,76.8,6,7.52,21,1.26,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,22:30:00,28.004,402.6,69.3,5.42,7.51,26.37,1.258,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,22:45:00,28.021,404.4,74.5,5.82,7.55,24.67,1.254,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,23:00:00,28.004,403.4,71.8,5.62,7.55,27.87,1.254,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,23:15:00,28.004,402.9,75.9,5.94,7.54,19.84,1.251,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,23:30:00,27.921,402.3,72.3,5.66,7.52,25.46,1.25,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/29/2021,23:45:00,27.946,401.2,73.2,5.73,7.55,25.68,1.25,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,0:00:00,27.933,400.9,75.6,5.92,7.58,25.28,1.248,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,0:15:00,27.848,401.3,67.7,5.31,7.51,25.64,1.246,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,0:30:00,27.876,403.5,70.5,5.53,7.55,25.14,1.243,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,0:45:00,27.878,405.3,66.2,5.18,7.56,25.64,1.243,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,1:00:00,27.855,408.1,69.8,5.48,7.57,25.03,1.241,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,1:15:00,27.827,408.2,66.8,5.24,7.55,21.02,1.24,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,1:30:00,27.753,404.9,66.9,5.26,7.53,25.92,1.237,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,1:45:00,27.752,402.8,66.1,5.19,7.53,28.17,1.235,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,2:00:00,27.693,402.9,64.7,5.08,7.5,26.57,1.235,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,2:15:00,27.669,401.1,66.1,5.2,7.5,25.74,1.234,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,2:30:00,27.651,401.7,60.7,4.78,7.49,27.62,1.233,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,2:45:00,27.651,399.2,66.8,5.26,7.52,20.32,1.232,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,3:00:00,27.636,395.5,66.6,5.24,7.53,30.97,1.228,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,3:15:00,27.535,397.9,58.1,4.58,7.46,30.52,1.228,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,3:30:00,27.572,397,61,4.81,7.51,21.47,1.224,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,3:45:00,27.486,392.4,59.9,4.73,7.48,32.44,1.223,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,4:00:00,27.445,394.4,55.6,4.39,7.44,31.65,1.221,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,4:15:00,27.425,389.6,61,4.82,7.47,23.61,1.22,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,4:30:00,27.439,390.8,59.3,4.69,7.47,31.11,1.219,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,4:45:00,27.435,391.6,60.1,4.75,7.49,32.35,1.219,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,5:00:00,27.397,391.3,59.1,4.67,7.47,33.44,1.219,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,5:15:00,27.359,387,56.6,4.47,7.47,34.51,1.218,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,5:30:00,27.348,383.4,57.8,4.58,7.48,37.48,1.221,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,5:45:00,27.338,384.8,56.7,4.49,7.49,33.52,1.221,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,6:00:00,27.29,383.3,55.8,4.42,7.46,37.91,1.224,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,6:15:00,27.251,382.7,53,4.2,7.44,41.93,1.225,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,6:30:00,27.226,379,56.4,4.47,7.46,41.42,1.228,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,6:45:00,27.24,377.6,58.1,4.6,7.5,38.55,1.228,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,7:00:00,27.18,377,56.4,4.47,7.46,40.87,1.23,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,7:15:00,27.185,375.4,58.2,4.62,7.49,40.07,1.233,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,7:30:00,27.084,373,55.4,4.4,7.45,44.01,1.236,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,7:45:00,27.03,367.7,53.9,4.29,7.44,47.22,1.238,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,8:00:00,26.989,365.6,55.3,4.4,7.44,44.15,1.24,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,8:15:00,26.978,361.4,51.9,4.14,7.43,43.48,1.245,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,8:30:00,26.954,359.5,54.5,4.34,7.44,44.84,1.249,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,8:45:00,26.9,359.8,54.1,4.31,7.43,49.58,1.252,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,9:00:00,26.896,354.6,52.6,4.2,7.42,48.14,1.255,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,9:15:00,26.776,350.7,48.3,3.86,7.37,57.84,1.256,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,9:30:00,26.795,346.2,52.7,4.21,7.41,50.31,1.258,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,9:45:00,26.756,344.4,51.5,4.12,7.39,49.94,1.26,5.79
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,10:00:00,26.707,341.7,47.7,3.82,7.37,52.72,1.261,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,10:15:00,26.581,335.6,46.3,3.72,7.33,60.79,1.263,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,10:30:00,26.615,335.5,49,3.93,7.34,57.13,1.264,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,10:45:00,26.596,335.7,47.9,3.84,7.34,53.44,1.263,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,11:00:00,26.602,336.7,50.7,4.07,7.36,49.39,1.264,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,11:15:00,26.652,341.2,49.6,3.98,7.38,47.07,1.264,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,11:30:00,26.604,339.4,49.4,3.96,7.36,45.83,1.265,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,11:45:00,26.636,342.5,51.4,4.12,7.37,45.45,1.264,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,12:00:00,26.551,339.4,49.7,3.99,7.34,47.66,1.264,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,12:15:00,26.613,339.5,52.5,4.21,7.37,45.52,1.264,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,12:30:00,26.707,342.7,55.8,4.46,7.39,43.37,1.263,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,12:45:00,26.726,344.2,52.1,4.17,7.38,41.77,1.263,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,13:00:00,26.729,346.1,54.6,4.37,7.4,38.96,1.263,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,13:15:00,26.851,353.3,55.9,4.46,7.4,40.9,1.263,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,13:30:00,26.927,357.9,56.4,4.5,7.41,37.98,1.261,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,13:45:00,26.874,353.7,52,4.15,7.36,35.1,1.261,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,14:00:00,26.791,348.9,50.5,4.03,7.34,41.13,1.261,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,14:15:00,26.842,347.2,53.3,4.25,7.36,42.87,1.259,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,14:30:00,26.763,345.8,55.4,4.43,7.34,42.62,1.259,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,14:45:00,26.892,348.6,57,4.54,7.38,39.85,1.258,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,15:00:00,26.742,347.7,50.1,4.01,7.34,42.39,1.26,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,15:15:00,26.748,347.4,51.3,4.1,7.34,41.08,1.26,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,15:30:00,26.916,351.1,54.2,4.32,7.36,39.28,1.258,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,15:45:00,26.922,352.6,55.4,4.41,7.36,37.17,1.256,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,16:00:00,27.016,351.4,55.4,4.41,7.39,38.02,1.26,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,16:15:00,27.046,355.5,56.2,4.47,7.4,36.01,1.262,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,16:30:00,27.244,359.6,59.8,4.74,7.42,34.28,1.268,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,16:45:00,27.266,361.5,61.5,4.88,7.43,34.95,1.274,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,17:00:00,27.232,358.9,60.7,4.81,7.42,35.73,1.275,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,17:15:00,27.252,357.7,61.3,4.86,7.42,34.65,1.281,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,17:30:00,27.151,357.8,58.7,4.66,7.39,35.68,1.285,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,17:45:00,27.058,355.6,56.6,4.51,7.36,38.51,1.288,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,18:00:00,27.009,351.9,57.4,4.57,7.34,40.17,1.291,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,18:15:00,26.989,349.7,55.3,4.4,7.33,41.13,1.296,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,18:30:00,26.955,349,55.7,4.44,7.32,42.6,1.3,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,18:45:00,26.908,347.9,54.2,4.32,7.31,42.2,1.305,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,19:00:00,26.983,348.6,56.4,4.49,7.33,41.95,1.309,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,19:15:00,26.912,349.4,50.8,4.05,7.3,43.15,1.312,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,19:30:00,26.918,348.1,52.6,4.19,7.3,45.02,1.312,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,19:45:00,26.909,347.4,50.9,4.06,7.28,45.15,1.312,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,20:00:00,26.909,346.6,51.5,4.11,7.29,42.84,1.312,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,20:15:00,26.963,346.9,52.9,4.22,7.3,39.58,1.314,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,20:30:00,26.925,346.5,51.5,4.11,7.29,41.97,1.316,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,20:45:00,26.957,347.3,52.1,4.15,7.3,41.04,1.319,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,21:00:00,26.955,347.1,50.7,4.04,7.31,38.8,1.322,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,21:15:00,26.938,348.1,51.5,4.11,7.3,41.26,1.322,5.78
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,21:30:00,26.98,348.9,55.4,4.41,7.33,39.52,1.317,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,21:45:00,26.979,349.4,55,4.38,7.33,36.77,1.317,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,22:00:00,26.946,349.6,49.6,3.95,7.32,38.67,1.315,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,22:15:00,26.943,349.5,52.4,4.17,7.31,37.93,1.31,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,22:30:00,26.956,349.9,52.6,4.19,7.31,34.4,1.303,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,22:45:00,26.947,350.7,50.8,4.05,7.3,36.83,1.295,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,23:00:00,26.925,350,49.6,3.96,7.29,36.15,1.285,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,23:15:00,26.921,348.8,51.1,4.08,7.29,37.95,1.279,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,23:30:00,26.921,348.5,39.3,3.13,7.28,26.1,1.275,5.77
Quincy Bay,Summer 2021,W-M329.8P,6/30/2021,23:45:00,26.917,348.4,44.7,3.56,7.27,25.86,1.268,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,0:00:00,26.923,349,49.7,3.96,7.28,36.43,1.261,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,0:15:00,26.937,348.7,49.7,3.96,7.28,35.04,1.256,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,0:30:00,26.925,348.2,47.9,3.82,7.29,32.83,1.252,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,0:45:00,26.928,349.2,47.9,3.82,7.3,34.96,1.247,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,1:00:00,26.927,350.5,47.5,3.79,7.31,35.47,1.24,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,1:15:00,26.918,350.8,45.2,3.6,7.29,33.55,1.235,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,1:30:00,26.912,352.8,44.9,3.58,7.31,33.44,1.228,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,1:45:00,26.912,354.9,44.6,3.56,7.34,31.25,1.223,5.76
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,2:00:00,26.913,357,45.9,3.66,7.34,32.51,1.218,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,2:15:00,26.903,358.7,44.4,3.54,7.35,30.15,1.212,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,2:30:00,26.895,361.3,42.3,3.38,7.36,29.72,1.206,5.76
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,2:45:00,26.877,363.3,44.7,3.57,7.34,29.68,1.199,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,3:00:00,26.856,360.1,43.2,3.45,7.33,31.62,1.195,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,3:15:00,26.846,358.9,43.7,3.49,7.33,30.55,1.192,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,3:30:00,26.829,357.5,42.5,3.39,7.32,33.02,1.187,5.77
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,3:45:00,26.813,356,43.3,3.46,7.32,31.41,1.182,5.76
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,4:00:00,26.778,355.5,37.3,2.98,7.28,34.14,1.175,5.76
Quincy Bay,Summer 2021,W-M329.8P,7/1/2021,4:15:00,26.767,355.2,37.2,2.98,7.3,32.91,1.169,5.76
